,Unnamed: 0,Unnamed: 0.1,username,content,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content,Label
707,707,707,diespdisttot,"""Ich finde es mittlerweile wirklich erschreckend, wie geil einige Leute doch auf die Ausgangssperre zu sein scheinen. Wie wenig man wahrnimmt, dass diese nur das allerletzte Mittel sein kann."" Dachte ich gestern auch noch, bis ich heute allein 3 Mal ins Gebüsch hüpfen musste, weil manche Leute der Meinung sind, man kann während einer Epidemie ruhig zu zweit oder zu dritt nebeneinander her latschen, wenn der Weg nur 2 Meter breit ist. Manche Leute sind leider unbelehrbar. Ich war heute nur eine Stunde lang spazieren und mir sind so vermutlich 20 Leute entgegen gekommen, von denen 5 zu wenig und 10 gar keinen Mindestabstand eingehalten haben. Wenn das so weitergeht, muss es drastischere Maßnahmen geben. Einsames Spazierengehen ist super, gerne auch zu zweit, wenn man in einem Haushalt lebt. Aber an meinem Spaziergang war heute ohne mein Zutun nichts einsam und das, obwohl ich schon die Nebenstraßen langgelatscht bin.",95,13,0.06908451478184417,0.014814814814814815,74.1111111111111,16,1,3,26,55.25,16.39,28
708,708,708,diespdisttot,"""Im Oktober 2018 berichtete der Thüringer Flüchtlingsrat von einem Asylbewerber von der Elfenbeinküste, der während der Geburt seines Kindes von Polizisten aus dem Kreißsaal geholt wurde. Die Hebammen verhinderten schließlich, dass er zum Flughafen gebracht wurde. "" Ich bin ja durchaus für kontrollierten Zuzug und auch dafür, den Fokus auf die Bekämpfung von Fluchtursachen vor Ort zu legen. Aber das geht ja mal überhaupt nicht. Die Geburt des eigenen Kindes nicht erleben zu dürfen, es vielleicht niemals zu sehen, diesen Moment nicht mit der Frau teilen zu dürfen, die man liebt - das hat niemand verdient. Kein Terrorist, kein Mörder und erst recht kein Asylbewerber. Auch die anderen Beispiele im Text sind grauenhaft. Können wir alle Flüchtlinge der Welt aufnehmen - bestimmt nicht. Aber die, die hier sind, müssen menschenwürdig behandelt werden. Und es muss langfristige Alternativen geben. Wir sollten in Zukunft z.B. keine Waffen mehr an Saudi-Arabien verkaufen, um Kriege nicht weiter zu fördern.",59,4,0.06415994032872481,0.0231958762886598,42.22222222222222,31,0,6,23,67.4,7.06,28
709,709,709,diespdisttot,"""Sie unterschätzen das, was hunderttausende Jahre in den Gehirnen hinterlassen hat. Es ist längst nicht alles ""gesellschaftliches Konstrukt""."" Homosexualität ist aber ein Phänomen, was in der Natur bei vielen Tierarten vorkommt, unter anderem auch bei Primaten. Es ist also davon auszugehen, dass auch unsere Vorfahren vor + 100.000 Jahren schon Homosexualität kannten und lebten. Ja, bei 100 % Homosexualität ohne bisexuelle Anteile werden das dann eher die Tante oder der Onkel als die Mutter oder der Vater gewesen sein, aber es kam zumindest in der Lebenswelt von Kindern vor ohne ihnen geschadet zu haben. Schließlich gibt es uns heute immernoch. Und auch Alleinerziehende wird es gegeben haben. Schließlich werden nicht immer beide Elternteile von der Jagd lebend zurückgekehrt sein, abgesehen davon, dass die Paarbindung auf Lebenszeit auch ein neuzeitliches Konstrukt ist. Was es aber auch gab, war ein großes soziales Netz aufgrund der Gruppenstruktur. Dieses soziale Netz kann man seinen Kindern aber auch heute noch bieten, indem man dafür sorgt. Zusammenfassend sind sowohl Homosexualität, als auch Alleinerziehung sehr alte Phänomene, die sich nicht negativ auf den Nachwuchs auswirken. Da gibt es ganz andere Faktoren, die man sich ansehen muss, und die in jeder Beziehungskonstellation - auch bei heterosexuellen Paaren - vorkommen können. Alkoholismus und Gewalt z.B.",104,12,0.07054587482219063,0.009943181818181818,116.5,16,1,4,20,57.4,14.23,28
710,710,710,diespdisttot,"""Wollt ihr Frauen überhaupt, dass mehr Männer sich in der Debatte zu Wort melden? Oder sollen wir eigentlich nicht mehr tun, als unterstützend danebenzustehen?"" Ich sehe das ganz pragmatisch. Prinzipiell ist das zwar ein Frauenthema. Da sich aber sowieso schon Männer einmischen, die nicht um Erlaubnis gefragt haben, und das eben auch sehr einseitig (pro life), fände ich es sehr angenehm, wenn es auch Gegenstimmen gäbe (pro choice). Zwar bilden diese Gegenstimmen bisher Frauen, die das sehr gut machen und auch keine männliche Hilfe dabei brauchen. Aber die Diskussion wirkt so manchmal sehr einseitig. Als wären alle Männer ""pro life"" eingestellt. Wenn das nicht so ist, sollte man das sehr wohl richtigstellen. Mir fällt auch auf, dass viele Männer wenig über das Thema Schwangerschaftsabbruch wissen. Ich habe da letztens auch mit meinem Partner drüber gesprochen und er konnte gar nicht glauben, dass Schwangerschaftsabbrüche in Deutschland nicht legal, sondern nur straffrei sein sollen. Ich glaube, viele Männer meinen es einfach zu gut. Sie halten sich aus den Debatten raus, weil sie Frauen nicht vorschreiben wollen, was sie mit ihren Körpern tun oder nicht tun sollen. Das ist ganz toll. Nur ist es ja wirklich so, dass Kinder aus der Verbindung zwischen einer Frau UND einem Mann entstehen. Also dürfen Männer durchaus dieses Frauenthema auch zu einem Männerthema machen - welche Meinung auch immer sie vertreten.",62,13,0.06824734318951356,0.016359918200409,97.0,22,0,3,17,33.25,15.37,28
711,711,711,diespdisttot,"* in seinem Übrigens sehe ich die Kirchen, wie gesagt, nur in einer Teilschuld, wenn es um den Verlust des Glaubens an sich geht. Am Ende ist jeder selbst dafür verantwortlich, was man glaubt. Dazu brauche ich nicht unbedingt eine Institution. Und ich brauche ganz sicher keine Institution, die so exkludierend ist. Wie gesagt, war das sicherlich nicht im Interesse des ""Gründers"". Ob Jesus überhaupt eine eigene Religion gründen wollte oder nur ein früher Vertreter liberaler Strömungen im Judentum war ist ja auch so eine Sache...",107,20,0.06473944998535162,0.005044136191677175,131.33333333333334,22,0,6,27,45.2,16.84,28
712,712,712,diespdisttot,">>"" Wegen der Ausbreitung des Coronavirus sollen in der Öffentlichkeit Ansammlungen von mehr als zwei Personen verboten werden. "" 10 Armlängen Abstand? Oder wie muss man sich das in der Praxis vorstellen?<< Das würde mich aber auch mal interessieren. Wenn damit nur die üblichen 1,5 - 2 Meter Abstand gemeint sind, nehme ich meine ""Empörung"" sofort zurück. Die hält man dieser Tage doch sowieso ein, oder nicht? Da ich mich gerade echt isoliert fühle, wollten sich Freunde von mir und ich eigentlich nächste Woche an der frischen Luft treffen und dabei auch genau diesen Abstand einhalten. Was sich ja schon aus Selbstschutz versteht. Ist das noch erlaubt oder nicht? Ich kann ja mein Metermaß als Abstandsbeweis für umherstreifende Polizisten mitnehmen ^^.",84,11,0.0680601516879491,0.01763668430335097,80.14285714285714,16,1,4,25,56.85,12.9,28
713,713,713,diespdisttot,">>""Das Problem ist, dass man mit dieser respektlosen Art diplomatische Optionen zerstört."" Es zerstört ""diplomatische Optionen"" wenn in der Zeit ein kritischer Kommentar zu Johnson und seiner Politik erfolgt? Ernsthaft? :D:D:D<< Ja, nicht auszudenken die Medien würden Erdogan, Trump oder gar Merkel kritisieren - wo kommen wir denn da hin?",66,10,0.07189382973709899,0.010245901639344263,68.85714285714286,16,0,4,18,53.6,13.46,28
714,714,714,diespdisttot,">>""Die Politik hat versäumt, den Menschen genau zu erklären, was eigentlich das Ziel der gesamten Maßnahmen ist.""<< Das sehe ich nicht so. Das weiß doch jeder: Die Ausbreitung des Virus soll verlangsamt werden. Wenn die Leute verzweifelt sind, dann, weile ihre Jobs und die Betreuung ihrer Kinder weggefallen sind - über Monate und vielleicht noch mit weitreichenden Folgen. Viele sehen ihre Existenz gefährdet und da könnte man schon was machen, z.B. bessere Schutzmasken in viel größeren Mengen zu günstigeren Preisen anbieten, sodass noch mehr Lockerungen stattfinden können. Dieser Quatsch (nett ausgedrückt), Masken zu tragen und Abstand zu halten würde die Freiheit einschränken - ich glaube, Leute die so denken sind wirklich für Demokraten verloren. Trotzdem müssen Demonstrationen weiterhin möglich sein, sofern die Demonstrierenden sich aller Wahrscheinlichkeit nach an die Regeln halten werden. Ob man in diesem Zusammenhang Anti-Corona-Demos ermöglichen muss, speziell noch mit dem rechten und verschwörungstheoretischen Hintergrund... naja... zumindest sollte man hart gegen Verstöße vorgehen.",67,9,0.06417037861915367,0.0155902004454343,111.5,12,0,7,19,41.7,19.87,28
715,715,715,diespdisttot,">>""Ein Verräter weniger!! Aufrechte Deutsche werden ihm nicht eine Träne hinterher trauern.""<< Dann will ich kein ""aufrechter Deutscher"" sein, da jeder Mensch mit nur einem Funken Anstand und Mitgefühl hier Traurigkeit und Wut empfinden wird. Mein Beileid an die Familie und Herrn Lübcke, der erst nach minuten- oder sogar stundenlangem Leiden im Krankenhaus verstarb. Gewalt ist nie eine Lösung für irgendetwas. Und wer heute noch nicht, nach der ganzen Aufregung damals 2015, begriffen hat, dass Asylsuchende nicht der Feind sind, der sollte sich vielleicht wirklich überlegen, ob er in einem demokratischen Staat - Deutschland - gut aufgehoben ist.",61,7,0.06747715404699739,0.018229166666666668,63.16666666666666,13,0,4,22,76.2,9.98,28
716,716,716,diespdisttot,">>""Erst zu Ikea, dann in die Notfallambulanz. Die Anspruchshaltung ist mitunter irrsinnig."" Das führe dazu, dass das Personal in den Rettungsstellen keine Zeit für die wirklichen Notfälle habe.<< So ein Schwachsinn. Wenn man kein Notfall ist, wird man abgewiesen oder muss den ganzen Tag warten, bis alle Notfälle durch sind. Patientenbeschimpfung ist tatsächlich keine Lösung oder denkt Herr Gassen den Patienten gefällt es, wenn sie erst beim 3. Arzt richtig behandelt werden? Ich habe auch nicht beliebig viel Zeit und verbringe diese lieber NICHT beim Arzt. Die meisten Ärzte gehen aber schon mit der Haltung ran, dass man eh nix Ernstes hat. Das hilft natürlich total, wenn man ein echtes Problem hat. Selbst Hypochonder haben echte Probleme und bräuchten eine Psychotherapie und auch die Omi, die immer zum Arzt geht, um ein Schwätzchen zu halten, ist offensichtlich einsam und bräuchte soziale Unterstützung durch Betreuung o.ä. Aber klar... Patienten sind alle dumme Schafe, die nur gieirig darauf warten, den Ärzten die kostbare Zeit zu stehlen... Wenn man die Leute 1 Mal richtig behandeln würde statt ständig nur halbherzig Untersuchungen durchzuführen, gäbe es das Problem gar nicht. Aber um mal richtig hinzusehen hat ja keiner mehr die Zeit, weil - stimmt ja - die Patienten alle so böse sind. Komisch, komisch...",76,17,0.06520287719033044,0.014184397163120569,281.5,14,0,2,15,19.15,28.88,28
717,717,717,diespdisttot,">>""Für sie ist es besonders wichtig, dass sie jetzt Planungssicherheit haben, gleichzeitig steht ihre Gesundheit für uns an erster Stelle.""<< Klingt für mich nicht so. Man kann die Lage von MV nicht mit der von NRW vergleichen und man kann auch den Stand der Dinge in Hessen im März nicht mit dem vergleichen, was im Mai in Berlin sein wird. Also entweder lässt man die Prüfungen flächendeckend online stattfinden oder gar nicht. Wie soll das auch gehen? Selbst wenn man in der Schule genug Platz schaffen kann sind Infektionen nicht ausgeschlossen. Klar, draußen nur noch zu zweit rumlaufen, aber in der Schule kommen wir gerne mit 20 oder auch nur 10 Leuten in einem engen, geschlossenen Raum zusammen.",53,8,0.06697429136453527,0.01891891891891892,91.75,9,0,2,15,61.4,13.62,28
718,718,718,diespdisttot,">>""Rein theoretisch hätte ich auch sagen können, wir testen nicht sechs Pflegeheime auf einmal, sondern nur drei in einer Woche und die nächsten drei in der anderen Woche, dann hätte es das Ergebnis vielleicht halbiert."" Aber solche Zahlenspiele, fügt sie schnell hinzu, seien nicht Teil der Lösung. ""Nur um eine Statistik schönzumachen, das ist ja nicht Sinn der Sache.""<< >>""Warum soll ich all das alles auch weiter schließen? Dann fahren die Leute einfach um die Ecke in den nächsten Landkreis und gehen dort einkaufen.""<< Wo sie recht hat, hat sie recht. In Teilen der Bevölkerung gibt es leider nicht mehr so viel Verständnis für die Maßnahmen wie noch vor mehreren Wochen. Und sicher wird es Landkreise geben, in denen man die Zahlen zu schönen versucht. Und sicher wird es immer wieder Menschen geben, die dann einfach im nächsten Landkreis einkaufen. Das ist eigentlich alles nur Symbolpolitik. Wirklich etwas bringen würde nur, eine allgemeine Maskenpflicht einzuführen, immer und überall Handdesinfektionsmittel bereitzustellen und ansonsten für Sicherheitsmaßnahmen wie das Abstandhalten und Händewaschen zu werben, um den Lockdown flächendeckend und möglichst langanhaltend abbauen zu können.",86,12,0.06978864734299517,0.008680555555555556,63.111111111111114,20,0,3,23,62.6,13.78,28
719,719,719,diespdisttot,">>""vielleicht sogar vorher die Angreifer interviewten und sich über sie lustig machen"" Spielt absolut keine Rolle. Hören Sie auf zu relativieren.<< *facepalm* Sie haben aber schon mitbekommen, dass die von Ihnen Zitierte noch das Folgende schrieb? >>Klar, zu verurteilen sind beide Gründe, wenn der Grund aber die eigene Humorlosigkeit war, macht es diese Attacke noch ein Stück erbärmlicher.<< Wenn sie also relativiert hat, dann maximal in die Richtung, dass die Attacke noch schlimmer zu bewerten sein könnte als eh schon. Bei Ihnen klingt es aber so, als hätte Frau L aus D gesagt, Humorlosigkeit sei ein Grund für Gewalt gegen Journalisten. Das hat sie nicht.",135,18,0.06950765773446484,0.00522466039707419,72.69230769230771,26,0,4,43,52.6,12.16,28
720,720,720,diespdisttot,">>""Was für ein politischer Irrsinn."" Na, jedenfalls kann ich Herrn Spahn jetzt besser einschätzen.<< Jetzt erst? Ich sage nur: - Organspende und Widerspruchslösung - Masern-Impfpflicht - Pflicht für Kassenpatienten, ihre Daten zentral speichern zu lassen - Tracking-App-Pflicht - Immunitätsausweis-Pflicht Nicht alles davon ist durchgekommen, jedoch ist die Stoßrichtung doch seit Langem schon klar: Privilegierte (Gebildete, Privatpatienten, Bessergestellte) haben wenig zu befürchten, die anderen sollen aber gezwungen werden, dem Allgemeinwohl zu dienen - und gegen diese Art von Zwang bin ich ganz entschieden. Jens Spahn macht sich nicht die Mühe, für seine Ideen zu werben, aufzuklären, und freiwillige Unterstützung durch alle zu finden, sondern will seine Visionen auf den Rücken der Schwachen durchsetzen. Für mich ist der Mann schon lange politisch untragbar.",85,11,0.06969035491955697,0.010186757215619695,97.33333333333331,11,0,2,27,54.65,12.27,28
721,721,721,diespdisttot,">>""Wir befinden uns in einer nationalen Notlage, die schlimmer als im Frühjahr werden kann. Die Unverletzbarkeit der Wohnung darf kein Argument mehr für ausbleibende Kontrollen sein"", sagte er der Rheinischen Post. ""Wenn private Feiern in Wohnungen und Häusern die öffentliche Gesundheit und damit die Sicherheit gefährden, müssen die Behörden einschreiten können.""<< Okay, jetzt dreht Herr Dr. Lauterbach aber endgültig durch. Bei aller Liebe, aber nein. Ich finde diese ganzen Leute, die jetzt wegen ein bisschen Pandemie-Eindämmung ""Unrechtsstaat"" rufen, gruselig, aber das geht selbst mir zu weit. Die Unverletzbarkeit meiner Privatsphäre ist das höchste Gut überhaupt. Wenn wir es mit einer Pandemie zu tun hätten, bei der 50 % der Infizierten sterben - ja, dann wäre das wohl gerechtfertigt. Aber bei einer verhältnismäßig (!) leichten Bedrohungslage ist das viel zu krass. Das ist doch nur Wasser auf den Mühlen derer, die Angst haben, wir sollen bald zwangsgechipt werden.",56,11,0.06288234282485322,0.02227722772277228,80.0,13,0,5,22,45.95,15.19,28
722,722,722,diespdisttot,">>„Gefühlsverletzungen im Hörsaal?“ Um welche Inhalte geht es eigentlich bei derartigen Feststellungen?<< Ist das wichtig? Ich bin da eher der Meinung: Wenn ich es moralisch verwerflich finde, was ein Dozent sagt, gehe ich eben nicht (mehr) in seine Vorlesung bzw. zu seinem Vortrag. Mit den Füßen abzustimmen ist immernoch am Besten. Wozu muss man da groß Redeverbote erzwingen? Wenn ein Redner trotz kruder Ansichten sehr nachgefragt sein sollte, sollte man das eher als gesellschaftlichen Seismographen verstehen und nicht als Gelegenheit, seine Meinung zu verallgemeinern.",157,25,0.06771098818805966,0.00975177304964539,85.84615384615384,30,0,2,40,48.7,16.42,28
