,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content
1146,90,21,0.05550539609114764,0.013850415512465374,143.6,24,0,7,33,21.6,24.91
1147,76,7,0.06572463039324147,0.0081799591002045,80.66666666666667,17,0,5,15,65.55,12.93
1148,108,10,0.06696787868646062,0.007052186177715092,70.0,23,0,3,27,62.8,11.86
1149,81,19,0.06566607696551201,0.012326656394453005,129.0,17,0,3,28,12.9,22.68
1150,71,8,0.066441051150843,0.01289134438305709,89.66666666666667,17,0,5,30,42.95,15.82
1151,106,22,0.06877684316299573,0.011450381679389313,77.7,24,0,3,31,51.2,14.53
1152,182,28,0.062392337499004184,0.01050080775444265,111.63636363636364,34,0,4,55,52.2,16.33
1153,52,7,0.06972901520158627,0.014005602240896359,118.33333333333333,21,0,3,12,57.4,15.38
1154,92,13,0.06606318438196375,0.0065252854812398045,75.75,18,0,2,26,61.6,13.94
1155,62,14,0.06232602644398052,0.014583333333333334,79.16666666666667,12,0,2,19,41.0,17.67
1156,76,8,0.06527081159322719,0.006147540983606557,60.125,20,0,3,24,65.2,11.69
1157,83,18,0.06427070466479333,0.009404388714733543,90.28571428571429,12,0,3,29,39.4,18.25
1158,56,7,0.06819191171522777,0.012953367875647668,192.5,6,0,2,13,40.85,21.91
1159,104,20,0.06970357659811428,0.005383580080753701,73.4,18,0,4,34,58.45,12.62
1160,63,7,0.062369511184755595,0.01643192488262911,141.33333333333334,12,0,3,21,53.05,13.94
1161,69,14,0.060458937198067615,0.006944444444444444,95.16666666666667,24,1,7,22,39.8,15.03
1162,54,6,0.06835637480798772,0.021505376344086023,92.25,14,0,4,12,61.2,10.59
1163,57,6,0.06994652406417111,0.016,93.0,10,0,2,18,54.55,14.84
1164,64,6,0.06759360713341142,0.012531328320802004,39.0,21,0,4,21,78.4,9.45
1165,72,12,0.05759867102022111,0.015122873345935728,105.0,29,0,5,26,54.45,12.43
1166,55,12,0.06624223865603175,0.0171990171990172,135.0,13,0,4,12,38.85,19.68
1167,57,9,0.06257992017669624,0.02284263959390863,64.83333333333333,14,0,2,16,57.45,12.98
1168,57,11,0.05755139480925916,0.018561484918793503,71.0,16,0,4,20,45.75,12.28
1169,112,16,0.06634277914987652,0.005095541401273885,97.25,19,0,3,31,52.95,15.37
1170,61,7,0.06649136451736355,0.004962779156327543,66.33333333333333,11,0,3,17,64.5,13.26
1171,80,14,0.061711851229117015,0.012433392539964476,79.57142857142857,15,0,5,29,57.45,13.56
1172,99,10,0.06673618352450471,0.008746355685131196,61.45454545454545,24,0,7,27,56.55,13.08
1173,123,17,0.06793742070201837,0.011135857461024499,63.214285714285715,27,0,6,42,53.5,13.88
1174,209,28,0.06524879555463602,0.002717391304347826,80.83333333333333,40,0,6,63,55.75,13.66
1175,51,3,0.0674461102409189,0.021341463414634148,81.25,13,0,4,18,57.7,15.43
1176,156,20,0.06513983498257318,0.007729468599033816,93.18181818181819,34,0,9,50,59.1,13.93
1177,71,4,0.07392173986534074,0.017316017316017316,114.75,13,0,2,17,62.75,12.75
1178,111,18,0.0654914676287467,0.006165228113440197,115.0,23,0,7,28,50.35,16.77
1179,123,20,0.0645240933083603,0.0035714285714285713,83.1,27,0,5,45,58.75,13.3
1180,69,7,0.06501837317969422,0.014893617021276596,77.5,19,0,4,23,55.05,13.64
1181,199,30,0.06682184439818027,0.002775850104094379,89.125,42,0,6,70,51.3,14.13
1182,59,7,0.06821259952153715,0.010050251256281407,132.0,11,0,2,12,55.0,17.37
1183,98,12,0.0643805191459995,0.009345794392523364,90.85714285714286,24,0,9,26,64.55,12.65
1184,88,11,0.07180051045986963,0.008431703204047217,147.5,13,0,2,28,39.85,21.26
1185,77,12,0.0665255785243692,0.008865248226950355,140.25,22,1,5,20,49.55,16.55
1186,95,17,0.07032519776147962,0.020989505247376312,94.42857142857143,22,0,6,30,50.05,15.18
1187,52,8,0.06371261275518278,0.019662921348314606,118.0,7,0,2,13,57.4,15.38
1188,78,11,0.06326681542069368,0.015985790408525755,79.57142857142857,25,0,7,26,47.6,14.99
1189,78,15,0.05717787840441621,0.00741839762611276,111.5,46,0,10,25,13.6,23.22
1190,54,9,0.06811989100817438,0.01907356948228883,91.0,13,0,3,15,61.2,13.55
1191,60,7,0.07809636807066114,0.015384615384615385,64.16666666666667,13,0,4,16,56.85,12.13
1192,141,19,0.06453546453546455,0.01098901098901099,76.07692307692308,28,0,3,46,58.05,13.68
1193,55,6,0.06942526383987178,0.011661807580174927,67.8,8,0,3,19,75.4,8.76
1194,114,3,0.07231652678740452,0.015942028985507246,52.15384615384615,22,0,3,39,77.6,6.68
1195,215,25,0.0655080976705496,0.004243281471004243,77.61111111111111,40,0,8,74,67.95,10.81
1196,96,22,0.06771527695068022,0.02077562326869806,89.375,14,0,2,38,45.15,14.8
1197,50,12,0.061886613337800656,0.021108179419525065,189.0,9,0,2,18,2.3,31.03
1198,114,3,0.07099409305915347,0.008287292817679558,64.9090909090909,25,0,5,34,66.45,11.66
1199,95,14,0.05817222667291444,0.008241758241758242,90.125,27,2,8,31,47.2,14.74
1200,54,9,0.06914756631470512,0.0169971671388102,87.5,8,0,3,15,61.2,13.55
1201,69,5,0.06404765826607368,0.010683760683760684,77.16666666666667,24,0,4,22,63.2,10.98
1202,108,18,0.06171060439094684,0.009296148738379814,67.54545454545455,31,0,7,39,58.05,12.1
1203,66,6,0.07163573372927491,0.008888888888888889,74.16666666666667,13,0,4,19,58.2,14.48
1204,58,3,0.06838524883637666,0.014577259475218658,171.0,14,0,5,13,57.9,14.91
1205,50,6,0.06672507788161994,0.021806853582554516,106.33333333333333,10,0,2,11,64.25,13.87
1206,111,18,0.06602087897294055,0.016069221260815822,89.0,26,0,6,33,39.15,16.83
1207,54,3,0.07193110823436709,0.021406727828746176,108.33333333333333,8,0,2,13,62.85,13.87
1208,54,10,0.05926796748433715,0.013368983957219251,74.0,17,0,4,16,52.8,14.28
1209,58,12,0.06193246529380984,0.011312217194570135,109.75,17,0,7,18,26.45,20.93
1210,54,2,0.0624264933457134,0.022222222222222223,71.2,21,0,4,12,61.2,11.33
1211,71,8,0.06068494863252955,0.01532567049808429,129.75,19,0,6,12,45.2,15.57
1212,123,21,0.07247349814567537,0.006674082313681869,111.5,28,1,7,26,45.4,15.82
1213,60,9,0.06117263531329401,0.017114914425427872,67.33333333333333,17,0,2,21,53.2,14.77
1214,66,3,0.07066558168972241,0.025380710659898477,78.0,19,0,4,16,75.75,10.84
1215,117,13,0.06518172778629928,0.008760951188986232,79.0,34,0,4,36,54.35,14.08
1216,61,5,0.06662522447851912,0.015748031496062992,75.4,17,0,7,21,65.55,12.67
1217,108,17,0.05871816509371433,0.005082592121982211,64.75,35,0,3,35,55.35,13.55
1218,72,10,0.06093140838206628,0.01949317738791423,101.8,26,0,5,21,39.85,13.88
1219,65,11,0.06279786433511306,0.014799154334038054,51.666666666666664,13,0,3,26,55.8,13.96
1220,57,9,0.06467594163556159,0.0166270783847981,139.66666666666666,15,0,3,15,40.35,21.22
1221,99,9,0.06002819726457463,0.01866251944012442,63.3,27,1,8,36,68.25,10.63
1222,51,5,0.06011273681854255,0.01910828025477707,77.75,15,0,3,17,73.9,8.2
1223,64,7,0.06386507137066065,0.022277227722772276,80.0,25,0,6,16,64.75,12.67
1224,50,3,0.06776828110161444,0.012307692307692308,80.5,12,0,4,16,70.4,11.4
1225,155,18,0.0642296069241041,0.0028462998102466793,94.9090909090909,29,0,7,51,57.6,14.11
1226,86,15,0.054709049059331535,0.01078582434514638,107.33333333333333,27,0,5,29,46.0,15.74
1227,62,10,0.06559603707254714,0.008928571428571428,88.8,14,1,5,13,47.5,16.52
1228,52,8,0.06315702683761389,0.028795811518324606,94.75,7,0,1,15,55.85,14.43
1229,73,10,0.054508472944348144,0.010398613518197574,95.33333333333333,26,0,3,19,42.55,16.8
1230,55,9,0.06517730973689523,0.012953367875647668,95.75,12,0,3,14,45.3,17.65
1231,88,6,0.07144080537423642,0.010676156583629894,92.83333333333333,13,0,2,26,57.3,12.94
1232,76,19,0.061057616031438035,0.012216404886561954,70.75,19,0,5,27,46.45,16.55
1233,99,16,0.06426597051597052,0.011363636363636364,99.71428571428571,17,0,4,24,37.75,20.13
1234,88,8,0.06614573650848858,0.010380622837370242,81.71428571428571,22,0,4,24,60.4,14.09
1235,89,17,0.06175532453505249,0.011611030478955007,97.57142857142857,27,0,4,31,39.75,15.7
1236,60,8,0.06469932454587185,0.023017902813299233,77.4,11,0,2,15,68.75,11.5
1237,59,8,0.07074134890226846,0.024630541871921183,66.83333333333333,18,0,6,19,57.25,12.92
1238,65,4,0.060602609235866634,0.015909090909090907,72.5,24,0,4,19,61.9,13.25
1239,73,15,0.06130429692073527,0.011965811965811967,96.66666666666667,20,0,5,25,29.5,16.43
1240,56,4,0.06144613233764682,0.029154518950437316,67.8,12,0,4,14,75.2,10.19
1241,132,15,0.07050509386919405,0.009378663540445486,93.88888888888889,20,0,4,33,65.85,14.36
1242,52,11,0.06441545328330635,0.014354066985645933,58.857142857142854,17,0,5,21,31.1,18.3
1243,64,10,0.06643990929705215,0.02040816326530612,87.4,13,0,4,26,52.85,15.78
1244,73,3,0.07070527097253156,0.011111111111111112,89.2,14,0,4,18,56.7,15.53
1245,52,10,0.062212087357095845,0.022099447513812154,71.6,13,0,3,14,55.85,14.43
1246,76,14,0.05903468154098667,0.010948905109489052,108.8,15,0,6,29,53.65,15.55
1247,209,22,0.0698311105505985,0.007971014492753623,91.06666666666666,48,0,10,65,57.4,13.46
1248,87,10,0.06889271287177048,0.010471204188481676,113.8,16,0,3,19,63.15,13.86
1249,51,7,0.06319845857418112,0.031791907514450865,68.4,12,0,4,17,56.35,13.0
1250,58,11,0.05959231009411659,0.0330188679245283,84.0,12,0,2,23,51.4,14.3
1251,100,15,0.06493366784359982,0.00554016620498615,79.33333333333333,34,1,10,35,47.35,14.94
1252,115,26,0.07229513707917898,0.004246284501061571,156.16666666666666,27,29,32,35,5.1,20.0
1253,122,20,0.06465066150169474,0.009122006841505131,86.8,27,0,4,36,55.25,13.64
1254,81,11,0.06887679045952427,0.01618705035971223,91.83333333333333,12,0,2,28,55.35,14.29
1255,164,22,0.06503015491347709,0.009057971014492754,121.77777777777777,30,0,6,38,54.3,15.28
1256,81,18,0.057770517216850385,0.004694835680751174,70.11111111111111,18,0,6,31,37.8,18.24
1257,83,14,0.06600997623955562,0.006472491909385114,87.42857142857143,21,0,3,22,51.3,13.95
1258,70,9,0.06155481274745246,0.014084507042253521,98.6,15,0,2,24,54.85,14.17
1259,135,19,0.07300117115323267,0.0062047569803516025,79.66666666666667,28,0,9,40,48.0,14.59
1260,94,13,0.058966929377221464,0.0125,102.0,38,0,8,30,50.05,14.75
1261,67,7,0.06591056256499812,0.024336283185840708,112.25,11,0,3,22,49.6,13.12
1262,116,24,0.06347049689440995,0.0033444816053511705,127.28571428571429,23,0,3,29,37.85,20.82
1263,54,5,0.06806130973692734,0.01749271137026239,85.0,15,0,4,14,61.2,15.03
1264,55,14,0.06251498154273936,0.017114914425427872,57.57142857142857,11,0,2,19,49.25,16.25
1265,56,3,0.07153263403263402,0.011363636363636364,175.5,12,0,2,16,58.4,15.49
1266,56,6,0.06759487985627666,0.01639344262295082,90.75,10,0,2,13,66.55,11.31
1267,62,8,0.06861540980921971,0.012077294685990338,68.16666666666667,13,0,3,17,58.55,13.15
1268,127,11,0.06614269731774917,0.009478672985781991,75.81818181818181,23,0,6,36,60.6,14.77
1269,158,25,0.06315156916761197,0.0036730945821854912,67.125,39,0,12,41,61.7,12.89
1270,157,26,0.06799131625926602,0.009074410163339383,90.91666666666667,30,0,6,57,55.75,13.14
1271,126,33,0.06418870416630774,0.009109311740890687,122.625,34,1,8,43,35.5,17.75
1272,95,13,0.06963278778709941,0.009077155824508321,131.4,15,0,6,26,45.35,20.04
1273,53,4,0.06742530951145378,0.0121580547112462,81.5,12,0,2,9,78.95,9.09
1274,98,23,0.06273021464567038,0.007926023778071334,125.33333333333333,38,0,8,39,32.65,20.82
1275,54,2,0.06530170806295219,0.012195121951219513,64.8,10,0,2,12,72.9,11.33
1276,99,15,0.05827866871368219,0.007822685788787484,95.0,29,0,6,33,46.5,15.89
1277,77,14,0.07037439304881164,0.008928571428571428,92.5,24,0,5,23,52.1,13.83
1278,63,12,0.06221630024428158,0.014736842105263158,78.33333333333333,16,0,2,17,52.5,14.36
1279,102,13,0.06569062407571725,0.008152173913043478,91.125,19,0,3,38,56.05,14.14
1280,51,11,0.07180532246463678,0.01804123711340206,96.25,9,0,2,18,28.75,17.88
1281,57,10,0.06030599045452518,0.01179245283018868,69.83333333333333,22,0,8,21,51.6,14.38
1282,114,17,0.07058677455068443,0.014435695538057743,62.583333333333336,22,0,2,35,63.3,13.68
1283,99,7,0.07195826857241541,0.006369426751592357,103.83333333333333,13,0,3,29,64.05,13.47
1284,86,15,0.054709049059331535,0.01078582434514638,107.33333333333333,27,0,5,29,46.0,15.74
1285,91,10,0.06740228584227807,0.012006861063464836,82.42857142857143,19,0,3,22,67.55,10.91
1286,55,5,0.06968325791855202,0.015345268542199489,129.66666666666666,10,0,5,17,38.85,18.96
1287,61,8,0.06394073068657392,0.0166270783847981,69.33333333333333,22,0,6,18,58.65,11.29
1288,73,9,0.06074640771132691,0.023255813953488372,66.71428571428571,22,0,4,24,70.15,9.64
1289,165,21,0.06946092446894031,0.006145741878841089,113.0,30,1,4,51,52.35,14.84
1290,54,8,0.07251676755730536,0.025069637883008356,359.0,6,0,5,16,16.85,28.49
1291,94,6,0.07158739131605159,0.009836065573770493,100.83333333333333,13,0,4,27,64.85,11.81
1292,72,6,0.06812987165211279,0.011037527593818985,74.66666666666667,25,0,7,25,63.55,12.68
1293,51,7,0.06151247142999106,0.014367816091954023,86.25,16,0,4,14,52.55,13.87
1294,62,6,0.06600978364619789,0.0066815144766146995,89.0,11,0,3,22,50.6,15.28
1295,82,20,0.06418820795817601,0.006379585326953748,208.33333333333334,16,0,6,28,24.0,23.6
1296,106,18,0.06636529645379202,0.008838383838383838,112.28571428571429,25,0,5,27,45.3,16.14
1297,135,14,0.06120745022479128,0.011560693641618497,60.857142857142854,33,1,5,38,69.25,12.52
1298,66,8,0.06628807759326517,0.009153318077803204,86.6,15,0,4,25,61.5,12.55
1299,79,12,0.06265044290390911,0.012131715771230503,95.33333333333333,19,0,3,21,47.2,15.43
1300,59,5,0.06045125585355471,0.014778325123152709,100.75,15,0,8,18,59.9,14.73
1301,53,6,0.061894181363699494,0.010526315789473684,94.25,12,0,2,16,45.7,18.46
1302,77,12,0.07361689860313966,0.012658227848101266,137.5,14,0,3,19,43.7,18.11
1303,116,22,0.06328534775849648,0.010112359550561797,80.0,22,0,3,34,42.65,14.77
1304,125,16,0.06755159226319199,0.009153318077803204,124.0,28,0,3,38,48.05,16.0
1305,213,32,0.061539020029586076,0.006734006734006734,105.14285714285714,42,0,10,77,58.3,15.76
1306,55,5,0.06962864721485411,0.015915119363395226,74.6,13,0,2,19,55.35,13.55
1307,64,10,0.06484840094143707,0.02575107296137339,57.375,16,0,3,20,48.05,12.39
1308,91,11,0.0708937660773904,0.01487603305785124,120.2,17,0,3,22,56.5,15.63
1309,75,10,0.06904883113944711,0.012048192771084338,98.8,9,0,2,18,59.7,16.13
1310,51,6,0.06813745785769207,0.018808777429467086,63.0,13,0,2,15,67.75,11.39
1311,92,13,0.066956857867935,0.015050167224080268,65.55555555555556,21,0,7,26,56.3,13.01
1312,163,12,0.0694986428469387,0.007751937984496124,113.77777777777777,42,0,13,42,57.25,16.44
1313,79,20,0.060706922675675,0.011023622047244094,69.66666666666667,19,0,2,27,40.0,18.19
1314,98,18,0.07026018178604171,0.0057306590257879654,115.5,24,0,8,28,24.45,21.65
1315,90,11,0.06704352741661956,0.00819672131147541,86.28571428571429,12,0,4,29,59.7,14.0
1316,50,7,0.06497399715128027,0.022988505747126436,86.25,12,0,2,17,56.35,14.6
1317,72,6,0.06441058568634161,0.012552301255230125,78.83333333333333,19,0,3,18,56.9,15.01
1318,69,8,0.05996732420664623,0.01002004008016032,61.5,21,0,5,21,53.1,12.66
1319,66,8,0.05818050490636505,0.012578616352201259,94.6,17,0,3,22,57.85,14.1
1320,90,10,0.06267792598279115,0.01794453507340946,67.22222222222223,19,0,4,31,56.15,13.62
1321,61,7,0.0684979094552177,0.007462686567164179,133.33333333333334,11,0,2,15,48.55,15.33
1322,69,6,0.06375213390106547,0.00663716814159292,63.714285714285715,17,0,4,20,75.1,10.4
1323,159,23,0.06879351285547501,0.009267840593141797,76.14285714285714,29,0,3,45,62.5,13.43
1324,52,8,0.06623679350952077,0.019230769230769232,120.66666666666667,8,0,2,16,51.55,15.38
1325,55,5,0.06426906426906427,0.024725274725274724,90.25,12,0,3,18,60.9,12.07
1326,71,12,0.06429378628548753,0.014522821576763486,119.75,10,0,4,16,51.05,16.13
1327,84,14,0.06450814309207617,0.012006861063464836,96.33333333333333,21,0,5,30,60.7,14.17
1328,61,9,0.06253658432754014,0.016129032258064516,71.5,20,0,5,22,50.8,13.4
1329,56,8,0.06697722994049826,0.013089005235602094,94.75,11,0,2,14,60.7,12.03
1330,69,12,0.0645876826722338,0.0125,79.16666666666667,12,0,2,19,55.25,13.68
1331,57,6,0.06253100942686576,0.01977401129943503,58.166666666666664,11,0,2,17,75.0,10.17
1332,52,6,0.06073048460253044,0.022535211267605635,43.5,12,1,3,15,67.3,9.88
1333,79,5,0.060459531381839446,0.012072434607645875,70.14285714285714,16,0,4,30,61.05,14.98
1334,70,8,0.06463332052197147,0.010683760683760684,92.8,13,0,2,17,57.4,16.78
1335,62,12,0.06903040415276232,0.017204301075268817,115.5,12,0,3,20,47.5,18.46
1336,62,9,0.06801745635910225,0.017456359102244388,99.5,9,0,2,19,65.05,12.01
1337,77,6,0.07184031970559486,0.007575757575757576,87.16666666666667,14,0,2,20,61.9,13.95
1338,80,7,0.06722364227334407,0.005952380952380952,83.16666666666667,14,0,2,24,67.25,10.82
1339,103,13,0.0681552054502874,0.013392857142857142,95.14285714285714,18,0,4,35,60.3,12.89
1340,66,4,0.06496451304577715,0.01126126126126126,147.33333333333334,13,0,2,25,53.0,17.3
1341,76,7,0.07321842702803164,0.012048192771084338,82.16666666666667,13,0,2,20,62.0,11.4
1342,78,15,0.05777497458758406,0.005244755244755245,142.25,20,0,7,26,42.85,21.17
1343,92,13,0.06676038338658147,0.004792332268370607,103.5,14,0,2,24,59.4,14.38
1344,50,7,0.07087018450428965,0.017241379310344827,68.8,10,0,6,21,56.35,15.4
1345,66,10,0.06473151311871099,0.01141552511415525,53.875,16,0,4,18,66.4,11.8
1346,56,13,0.05602208552894003,0.011441647597254004,437.0,19,0,5,22,23.8,24.09
1347,128,26,0.0657958172176011,0.007306889352818371,94.9,24,0,6,37,47.0,19.53
1348,51,5,0.05762407365820794,0.03825136612021858,90.75,18,0,4,13,46.0,13.86
1349,78,9,0.07265613465229588,0.015355086372360844,103.4,15,1,5,18,55.4,15.51
1350,89,23,0.060360203757727826,0.012362637362637362,80.0,23,0,4,34,38.6,17.66
1351,111,16,0.06712983377592249,0.005108556832694764,129.66666666666666,20,0,3,27,44.5,17.13
1352,145,15,0.06939400365824563,0.009453781512605041,118.125,24,0,4,43,56.6,14.69
1353,58,3,0.06967587394266038,0.01912568306010929,90.75,12,0,2,15,72.1,10.63
1354,83,7,0.07107171635777598,0.0136986301369863,127.0,14,0,2,20,59.75,14.1
1355,114,14,0.07039107956110922,0.005089058524173028,156.4,23,0,5,28,46.05,18.94
1356,57,9,0.0665315992418796,0.011655011655011656,70.5,17,1,3,27,39.9,15.09
1357,95,10,0.06511714886099122,0.009404388714733543,78.875,21,0,5,30,62.8,13.18
1358,76,9,0.06386480685067618,0.013618677042801557,72.57142857142857,20,0,2,22,53.65,14.5
1359,68,12,0.060761452373241216,0.019067796610169493,77.83333333333333,19,0,4,21,65.0,11.53
1360,51,7,0.06845208519659479,0.02586206896551724,86.25,11,0,2,15,67.75,9.83
1361,59,14,0.0626489507539808,0.016055045871559634,144.66666666666666,10,0,2,21,28.15,24.01
1362,57,2,0.06162914449447401,0.014285714285714285,86.75,16,0,5,18,69.35,9.48
1363,113,16,0.06226493568224356,0.007308160779537149,81.2,40,0,6,32,52.85,15.69
1364,78,12,0.06154159762224151,0.009057971014492754,109.6,25,0,3,23,55.4,14.99
1365,101,15,0.06679472403636828,0.014598540145985401,75.22222222222223,18,0,5,38,54.45,14.87
1366,117,13,0.06832858080763539,0.010217113665389528,97.0,20,0,4,33,55.4,15.65
1367,70,10,0.06456384768911673,0.003952569169960474,45.09090909090909,33,0,9,26,55.4,13.63
1368,88,12,0.06730727681272147,0.006568144499178982,86.14285714285714,12,0,2,24,54.35,13.16
1369,67,10,0.06219765650195293,0.006342494714587738,66.71428571428571,19,0,8,25,55.45,13.72
1370,180,25,0.06462150006905289,0.006196746707978312,106.66666666666667,27,0,4,55,46.7,17.69
1371,56,1,0.055256082366056794,0.023017902813299233,64.33333333333333,16,0,3,24,59.55,8.72
1372,77,9,0.0648508430609598,0.009727626459143969,63.375,23,0,10,25,69.55,10.11
1373,53,7,0.05984143596507577,0.03208556149732621,92.75,14,0,4,16,67.25,12.87
1374,61,9,0.06708925994640282,0.015873015873015872,87.4,15,0,7,23,37.15,18.0
1375,84,7,0.06586685485768054,0.018315018315018316,77.14285714285714,19,0,5,26,62.7,10.99
1376,63,12,0.05917412622014304,0.017408123791102514,171.66666666666666,16,0,4,19,8.1,25.93
1377,80,11,0.06972527980760337,0.005263157894736842,94.16666666666667,13,0,3,27,49.7,15.82
1378,153,20,0.067029442237161,0.007670182166826462,103.4,28,0,5,45,57.7,14.64
1379,77,13,0.07003570961168135,0.014109347442680775,70.0,23,0,7,23,44.2,16.05
1380,114,17,0.063033187262006,0.0013386880856760374,92.5,16,0,4,34,58.6,15.64
1381,89,16,0.061350034935647516,0.0047694753577106515,89.0,16,0,3,22,50.4,12.77
1382,54,8,0.06635765470577268,0.015463917525773196,128.66666666666666,11,0,3,17,50.85,16.83
1383,72,9,0.07086836013645224,0.015594541910331383,127.5,10,0,2,19,45.0,15.53
1384,58,10,0.06490741715502218,0.00966183574879227,82.0,10,0,2,18,48.7,16.25
1385,50,11,0.07212493936121935,0.027932960893854747,88.75,8,0,2,19,56.35,14.6
1386,51,7,0.06822835328821795,0.023529411764705882,47.714285714285715,17,0,4,17,66.2,8.89
